Gene,Drug,Partner Genes,Candidate Gene Pairs,Gene Pairs Tested,Epistasis Score HMP (-log10[P]),Max Epistasis Score (-log10[P]),Top Interaction for Gene,Top Interaction P-Value,Top Interaction FDR,Epistasis Score HMP FDR
RXRA,MK-1775,16,144,18,0.3467133463966484,0.8701445422686978,CREBBP_mut x RXRA_mut,0.13485139942909818,0.9194363503633338,0.46301006969607944
RAB35,MK-1775,14,126,11,0.33216764506475854,0.7797963587179286,KRAS_amp x RAB35_amp,0.16603652725033435,0.9342116397235627,0.4778647016698188
MAP2K4,MK-1775,6,54,12,0.3266937402331043,0.5877868513322422,MAP2K4_amp x PARP1_amp,0.2583527856773591,0.961035188,0.48300236635908567
AXIN1,MK-1775,10,87,10,0.32227243523418636,0.521015393,APC_mut x AXIN1_mut,0.30128992323109616,0.9740582413332051,0.48701523484679454
GALNT12,MK-1775,5,45,3,0.32086645549319315,0.4743610880428074,C8orf34_amp x GALNT12_del,0.335458586,0.9820259123900045,0.4876655602209252
EGFL7,MK-1775,13,111,13,0.3137411944306138,0.9540596460196045,EGFL7_amp x KDR_del,0.11115790524910119,0.907916935,0.49479177999409213
HIST1H1E,MK-1775,92,270,17,0.2985433875313728,1.0741819549416936,DDX3X_mut x HIST1H1E_mut,0.08429815,0.8998063011072274,0.5114426899690144
IDH1,MK-1775,17,153,15,0.297049637,0.8039165203954386,GPC3_del x IDH1_mut,0.15706646867462826,0.9334764938631065,0.5122346782694707
PPP1CA,MK-1775,7,63,10,0.2866911322382649,0.5694105609551783,APC_mut x PPP1CA_amp,0.2695190325421961,0.9653965092834108,0.5236092183333433
ERCC1,MK-1775,9,81,8,0.2800355540949828,0.4742724113502038,ERCC1_amp x SLX4_mut,0.33552708875194426,0.9820259123900045,0.5306940402978197
HNF1A,MK-1775,17,153,20,0.24970150180594541,0.534222058,GPC3_del x HNF1A_mut,0.29226576195629084,0.9714640344458192,0.5669510642515955
HIST3H3,MK-1775,94,276,9,0.2497986090048669,0.79793121,HIST3H3_mut x KMT2C_mut,0.15924609449579696,0.9334764938631065,0.5669510642515955
KLF4,MK-1775,7,63,11,0.2469064640508199,0.5468612608247505,CDH1_amp x KLF4_amp,0.28388257713518916,0.9713871720068975,0.5695430604728436
FAM46C,MK-1775,98,288,4,0.2073493851693216,0.390181629,FAM46C_mut x P2RY8_del,0.40720993994915766,0.9869607091919173,0.622688892
NUP93,MK-1775,6,54,10,0.14563848848446317,0.38207502183919917,NUP93_amp x XPO1_amp,0.4148823679341369,0.9869607091919173,0.7164254539171787
PARK2,MK-1775,20,59,2,0.11294118467758452,0.18771226654926088,PARK2_mut x TP53_mut,0.6490643161983585,0.9949558522545641,0.7710078774976757
H3F3A,MK-1775,10,28,0,,,,,,
HIST1H1C,MK-1775,5,13,0,,,,,,
FAM46C,Methotrexate,98,287,2,0.9976136544548683,1.1144450393488805,BTK_del x FAM46C_mut,0.076834268,0.9992933820788814,0.36207203406616567
NUP98,Methotrexate,6,54,6,1.2413846007152234,1.7287458692746047,NUP98_mut x TERT_amp,0.018674721367278612,0.9992933820788814,0.36207203406616567
CDKN2C,Methotrexate,45,393,36,1.2995314927247699,2.2612047126655166,CDK5_amp x CDKN2C_del,0.005480186,0.9992933820788814,0.36207203406616567
TMEM127,Methotrexate,13,111,4,1.1835355448967095,1.6914623300951157,FLT4_amp x TMEM127_amp,0.020348746894853578,0.9992933820788814,0.36207203406616567
MYCL,Methotrexate,13,111,10,1.0129178432434314,1.658263310183592,MYCL_amp x UPF1_amp,0.021965277,0.9992933820788814,0.36207203406616567
CDK8,Methotrexate,41,363,43,1.8969645429707842,3.3694877870092936,CDK8_del x NHP2_del,0.000427083,0.7578157039842125,0.36207203406616567
MAP3K7,Methotrexate,11,99,11,0.9769357675513842,1.6164226576449492,MAP3K7_amp x TNFAIP3_amp,0.024186740348369967,0.9992933820788814,0.36207203406616567
IRF4,Methotrexate,98,855,135,1.9655915494159293,3.724653022687136,HLA-B_amp x IRF4_amp,0.000188515,0.7578157039842125,0.36207203406616567
TNFAIP3,Methotrexate,105,918,95,1.1417813295453867,2.577278861230526,MAFB_amp x TNFAIP3_amp,0.0026468,0.9262710316419577,0.36207203406616567
JUN,Methotrexate,10,90,8,1.4679635803811524,2.265912703367911,HDAC1_del x JUN_del,0.005421098,0.9992933820788814,0.36207203406616567
FGF5,Methotrexate,13,114,8,1.1152478391756806,1.8627602669580456,FGF5_del x TP53_del,0.013716387,0.9992933820788814,0.36207203406616567
MSH3,Methotrexate,34,303,43,1.892069160684495,3.479027596387039,AURKA_amp x MSH3_amp,0.000331873,0.7578157039842125,0.36207203406616567
FOXO1,Methotrexate,24,213,32,1.150779728155344,2.068137025038198,BMPR1A_del x FOXO1_del,0.00854797,0.9992933820788814,0.36207203406616567
IRF1,Methotrexate,98,855,54,1.7073554684862073,2.9990922155421966,CD274_del x IRF1_amp,0.001002092,0.7578157039842125,0.36207203406616567
BCL2L12,Methotrexate,79,702,37,0.9831924034693174,1.8500849324788367,BCL2L12_amp x DNM2_amp,0.014122613297733259,0.9992933820788814,0.36207203406616567
CD79A,Methotrexate,98,855,78,0.8894818749835662,1.5221041159986104,CD274_del x CD79A_amp,0.030053557244587383,0.9992933820788814,0.36207203406616567
HLA-F,Methotrexate,98,855,80,1.4491748470998356,3.1005291836289457,HLA-F_amp x IRF4_amp,0.000793361,0.7578157039842125,0.36207203406616567
EPOR,Methotrexate,15,135,8,1.3131854746651148,2.1568330806550637,EPOR_amp x JAK2_amp,0.006968943,0.9992933820788814,0.36207203406616567
PTPN13,Methotrexate,12,102,15,1.0022247665760435,1.6948963301740743,PTPN13_mut x TP53_mut,0.020188482225916283,0.9992933820788814,0.36207203406616567
HLA-DQB1,Methotrexate,98,572,79,1.4164937232620183,3.135110563276024,HLA-DQB1_amp x IRF4_amp,0.000732638,0.7578157039842125,0.36207203406616567
CALR,Methotrexate,14,126,17,0.9526414960735257,1.8370779051107622,CALR_amp x TNF_amp,0.014551980191678941,0.9992933820788814,0.36207203406616567
EPHA2,Methotrexate,7,63,9,1.078156441057721,1.9251475998609417,EPHA2_del x PTPRD_del,0.011880983702284074,0.9992933820788814,0.36207203406616567
EGFL7,Methotrexate,13,111,7,0.7791699086318018,1.253548949776732,ADGRA2_amp x EGFL7_amp,0.055776473236284124,0.9992933820788814,0.36207203406616567
HLA-G,Methotrexate,98,855,96,1.2540110696569264,2.7514504679301397,HLA-G_amp x IRF4_amp,0.00177235,0.9138479177886172,0.36207203406616567
MAP2K4,Methotrexate,6,54,10,1.841389101144557,2.8275700763375897,FAS_del x MAP2K4_del,0.001487407,0.9138479177886172,0.36207203406616567
ATIC,Methotrexate,33,291,12,0.8877021817732437,1.5504265711395866,ATIC_amp x CDC73_amp,0.028156160285479268,0.9992933820788814,0.36207203406616567
LATS1,Methotrexate,79,702,81,1.9993791027400727,3.594730357,LATS1_amp x RAC1_amp,0.000254255,0.7578157039842125,0.36207203406616567
BTG1,Methotrexate,8,72,4,0.6414617547020262,0.9438454716605125,BTG1_amp x DICER1_amp,0.11380321423017081,0.9992933820788814,0.36207203406616567
HLA-B,Methotrexate,98,855,105,1.8153149874927392,3.724653022687136,HLA-B_amp x IRF4_amp,0.000188515,0.7578157039842125,0.36207203406616567
IKBKE,Methotrexate,98,855,112,0.9036935175339197,1.9010728770678569,CD274_del x IKBKE_amp,0.012558192124534306,0.9992933820788814,0.36207203406616567
MTOR,Methotrexate,7,63,13,2.3619011909465657,3.4718519429666204,MAPK1_del x MTOR_del,0.000337402,0.7578157039842125,0.36207203406616567
RAD51D,Methotrexate,28,249,23,0.9171751211251842,1.7060334199758491,NBN_amp x RAD51D_del,0.019677349,0.9992933820788814,0.36207203406616567
HLA-DQA1,Methotrexate,98,855,86,1.1885153831575035,2.8136811455744923,HLA-DQA1_amp x IRF4_amp,0.001535744,0.9138479177886172,0.36207203406616567
POU2F2,Methotrexate,98,855,79,0.7949592055791289,1.488945287007251,POU2F2_amp x PRDM1_amp,0.032438048065690936,0.9992933820788814,0.36207203406616567
ZNF750,Methotrexate,7,63,10,0.7136234397836773,1.154942906003472,PRSS8_amp x ZNF750_amp,0.069993401,0.9992933820788814,0.36207203406616567
NHP2,Methotrexate,46,274,54,1.701208921227471,3.3694877870092936,CDK8_del x NHP2_del,0.000427083,0.7578157039842125,0.36207203406616567
ETV4,Methotrexate,20,168,13,0.7600390533501938,1.3220776572214559,ETV4_del x TP53_mut,0.047634580267227056,0.9992933820788814,0.36207203406616567
SLIT2,Methotrexate,86,765,128,1.2073968754767137,2.67302422,FGF23_amp x SLIT2_amp,0.002123126,0.9262710316419577,0.36207203406616567
RPTOR,Methotrexate,7,63,11,0.673089798,1.2823184287134775,RPS6KB1_amp x RPTOR_amp,0.05220133,0.9992933820788814,0.36207203406616567
E2F2,Methotrexate,39,336,38,1.1857023052507671,2.3722971174850014,CHEK2_del x E2F2_del,0.004243292,0.9992933820788814,0.36207203406616567
PMS1,Methotrexate,34,303,17,1.0794291743564095,1.971074843690431,PMS1_amp x RAD51C_amp,0.010688706606295827,0.9992933820788814,0.36207203406616567
MED12,Methotrexate,8,72,23,0.7767200140706907,1.5271862179787772,ESR1_amp x MED12_del,0.029703921057669426,0.9992933820788814,0.36207203406616567
AXL,Methotrexate,98,855,91,0.8395203714797408,1.7963813471731425,AXL_amp x KLHL6_amp,0.015981540982718107,0.9992933820788814,0.36207203406616567
NPM1,Methotrexate,70,615,78,0.9307424233386011,2.0154016885631445,NPM1_del x TP63_amp,0.009651578,0.9992933820788814,0.36207203406616567
KIT,Methotrexate,98,855,63,0.8823711939708224,2.0107690638861833,BTK_del x KIT_del,0.009755082,0.9992933820788814,0.36207203406616567
P2RY8,Methotrexate,98,855,227,1.0062358663349904,2.256989089203082,HLA-F_del x P2RY8_del,0.00553364,0.9992933820788814,0.36207203406616567
PRSS8,Methotrexate,7,63,6,0.6906317608248356,1.154942906003472,PRSS8_amp x ZNF750_amp,0.069993401,0.9992933820788814,0.36207203406616567
HLA-C,Methotrexate,98,855,107,1.4249896966270648,3.0469700517492853,CARD11_amp x HLA-C_del,0.000897491,0.7578157039842125,0.36207203406616567
NSD1,Methotrexate,9,81,23,0.6790564940577952,1.196627834368879,GATA1_del x NSD1_amp,0.063587561,0.9992933820788814,0.36207203406616567
PDCD1LG2,Methotrexate,98,855,169,1.1619483040238447,2.9990922155421966,IRF1_amp x PDCD1LG2_del,0.001002092,0.7578157039842125,0.36207203406616567
CD274,Methotrexate,98,855,170,1.1538335377260307,2.9990922155421966,CD274_del x IRF1_amp,0.001002092,0.7578157039842125,0.36207203406616567
FCGR3A,Methotrexate,98,855,134,1.0077230543313744,2.601638961338601,FCGR3A_amp x LYN_amp,0.002502425,0.9262710316419577,0.36207203406616567
FLT3,Methotrexate,98,855,100,1.140444311898264,2.6560218575684256,FLT3_del x MYD88_del,0.002207894,0.9262710316419577,0.36207203406616567
POLD1,Methotrexate,31,276,37,1.0435158288156625,2.182996315488194,POLD1_amp x TP53_del,0.006561508,0.9992933820788814,0.36207203406616567
ESR1,Methotrexate,87,774,68,1.1854861404976416,2.562964186281494,ESR1_amp x INHBA_amp,0.002735494,0.9262710316419577,0.36207203406616567
SH2D1A,Methotrexate,98,572,225,0.9285216492396609,2.6333366617350467,CSF3R_del x SH2D1A_del,0.002326287,0.9262710316419577,0.36207203406616567
EZH2,Methotrexate,96,843,201,0.8556148396916065,2.3344838253678235,EZH2_amp x STAG2_del,0.004629309,0.9992933820788814,0.36207203406616567
CEBPA,Methotrexate,16,144,19,0.8290510329565811,1.5568918918744798,CEBPA_amp x GPS2_del,0.027740105480495773,0.9992933820788814,0.36207203406616567
AKT3,Methotrexate,29,258,46,1.0353903869951815,2.2213165923604303,AKT1_amp x AKT3_amp,0.006007357,0.9992933820788814,0.36207203406616567
TGFBR2,Methotrexate,27,240,27,0.9271534529467134,1.9289288549812502,FOXO1_del x TGFBR2_del,0.011777989,0.9992933820788814,0.36207203406616567
TNFRSF17,Methotrexate,98,572,36,0.8152939674358225,1.899294993973796,P2RY8_del x TNFRSF17_del,0.012609707,0.9992933820788814,0.36207203406616567
SEC23B,Methotrexate,14,126,31,0.7097631660714108,1.6306982723729897,PREX2_mut x SEC23B_amp,0.023404627186898893,0.9992933820788814,0.36207203406616567
ATP7B,Methotrexate,17,150,39,0.9467652891020949,2.173158507930164,ATP7B_del x GATA1_del,0.006711838,0.9992933820788814,0.36207203406616567
IDH1,Methotrexate,17,150,13,0.7290509651771127,1.2923243348385531,APOB_amp x IDH1_amp,0.051012389279402624,0.9992933820788814,0.36207203406616567
CCND2,Methotrexate,45,393,57,1.3750421358140619,3.0322918089591915,CCND2_del x RAD51C_amp,0.000928342,0.7578157039842125,0.36207203406616567
SMARCB1,Methotrexate,97,852,107,1.5468576480141423,3.4738092674976775,SMARCB1_del x SPEN_del,0.000335885,0.7578157039842125,0.36207203406616567
MKI67,Methotrexate,31,276,65,0.8285023720926772,2.0444059338947205,MKI67_amp x TERT_amp,0.009028052,0.9992933820788814,0.36207203406616567
TET2,Methotrexate,20,168,20,1.2488686279682357,2.3659712706469134,AURKB_del x TET2_del,0.004305551,0.9992933820788814,0.36207203406616567
HLA-DQA2,Methotrexate,98,855,60,0.8510924416881969,1.9463419015182213,HLA-DQA2_del x P2RY8_del,0.011315092235629176,0.9992933820788814,0.36207203406616567
PIK3CD,Methotrexate,126,1104,92,1.027085356611981,2.294673538900881,CD274_del x PIK3CD_del,0.00507372,0.9992933820788814,0.36207203406616567
CDH1,Methotrexate,94,837,105,0.8482396332332913,2.168970243538494,ABL2_amp x CDH1_mut,0.006776879,0.9992933820788814,0.36207203406616567
BCL2L1,Methotrexate,12,70,21,0.8432347631968496,1.740892752772957,BCL2L1_amp x IFNGR1_amp,0.018159640522228595,0.9992933820788814,0.36207203406616567
CD276,Methotrexate,93,825,58,1.0691707357316247,2.6185227263590494,CD276_amp x FGF10_amp,0.002407007,0.9262710316419577,0.36207203406616567
POLE,Methotrexate,31,276,38,0.7182052347147769,1.6782069434244538,CDKN1B_amp x POLE_amp,0.0209794,0.9992933820788814,0.36207203406616567
RASA1,Methotrexate,52,468,49,1.3772870387021865,2.960098404027316,RASA1_amp x SRC_amp,0.00109623,0.8022633878953437,0.36207203406616567
HLA-E,Methotrexate,98,855,69,0.9173232811975742,2.0075071684782957,HLA-E_del x P2RY8_del,0.009828626,0.9992933820788814,0.36207203406616567
HLA-A,Methotrexate,190,1671,165,1.0700930867241594,2.7514504679301397,HLA-A_amp x IRF4_amp,0.00177235,0.9138479177886172,0.36207203406616567
MYD88,Methotrexate,98,855,83,1.0664876840369073,2.6560218575684256,FLT3_del x MYD88_del,0.002207894,0.9262710316419577,0.36207203406616567
HLA-DMA,Methotrexate,98,855,59,0.816445645,1.9794885242969003,CARD11_amp x HLA-DMA_del,0.010483624949179678,0.9992933820788814,0.36207203406616567
HLA-DMB,Methotrexate,98,855,59,0.816445645,1.9794885242969003,CARD11_amp x HLA-DMB_del,0.010483624949179678,0.9992933820788814,0.36207203406616567
HLA-DOA,Methotrexate,98,855,59,0.816445645,1.9794885242969003,CARD11_amp x HLA-DOA_del,0.010483624949179678,0.9992933820788814,0.36207203406616567
RAB35,Methotrexate,14,126,9,0.6304573129217284,1.1686281330063886,KRAS_mut x RAB35_amp,0.067822199,0.9992933820788814,0.36207203406616567
FCGR2A,Methotrexate,173,1524,258,1.191825927443459,3.1147282490396164,FCGR2A_amp x LYN_amp,0.000767842,0.7578157039842125,0.36207203406616567
PAK5,Methotrexate,79,470,132,1.267904998889696,3.2234468609206135,DPYD_mut x PAK5_amp,0.000597796,0.7578157039842125,0.36207203406616567
VEGFA,Methotrexate,82,729,50,0.6713660649940959,1.5676548254413682,BCL2L12_amp x VEGFA_amp,0.027061083077014072,0.9992933820788814,0.36207203406616567
CBR3,Methotrexate,79,702,41,0.6756734682680579,1.5668589025089588,CBR3_amp x RAC1_amp,0.027110723,0.9992933820788814,0.36207203406616567
PLK2,Methotrexate,79,702,101,1.3098998294082744,3.0872660661338074,GNAS_amp x PLK2_amp,0.000817964,0.7578157039842125,0.36207203406616567
MYB,Methotrexate,13,117,13,1.0797585064679542,2.0802302745061776,MYB_amp x RBL1_amp,0.008313229,0.9992933820788814,0.36207203406616567
ZBTB2,Methotrexate,90,789,107,0.9117029491496293,1.9759719826546305,TOP1_amp x ZBTB2_amp,0.010568856891640893,0.9992933820788814,0.36207203406616567
CSF3R,Methotrexate,146,1287,73,1.3938911512244316,2.6333366617350467,CSF3R_del x SH2D1A_del,0.002326287,0.9262710316419577,0.36207203406616567
PIK3R1,Methotrexate,150,1338,124,1.2393719543707737,3.0611331656927825,GNAS_amp x PIK3R1_amp,0.000868694,0.7578157039842125,0.36207203406616567
KLHL6,Methotrexate,98,855,135,0.7470003099964846,1.9324889427752883,CSF3R_amp x KLHL6_amp,0.011681834716684563,0.9992933820788814,0.36207203406616567
TAP2,Methotrexate,104,909,66,0.7452975354948852,1.6867074543880132,CARD11_amp x TAP2_del,0.020572759333809747,0.9992933820788814,0.36207203406616567
DDB2,Methotrexate,20,168,12,0.7658725080435413,1.5650864558734725,CCND1_amp x DDB2_amp,0.027221593484145337,0.9992933820788814,0.36207203406616567
FLT1,Methotrexate,82,729,139,1.073565640082278,2.8791951995047778,FLT1_del x RHOA_del,0.001320702,0.8812577605302093,0.36207203406616567
ERRFI1,Methotrexate,79,702,66,1.714775174,3.334767791,ERRFI1_del x NF2_del,0.000462628,0.7578157039842125,0.36207203406616567
CHEK2,Methotrexate,154,1362,168,1.0574191502898842,2.5952443377144205,CHEK2_del x ERRFI1_del,0.002539544,0.9262710316419577,0.36207203406616567
DPYD,Methotrexate,79,702,83,1.398785330086888,3.2234468609206135,DPYD_mut x PAK5_amp,0.000597796,0.7578157039842125,0.36207203406616567
TP63,Methotrexate,28,243,57,0.8043429557741117,2.0154016885631445,NPM1_del x TP63_amp,0.009651578,0.9992933820788814,0.36207203406616567
HLA-DOB,Methotrexate,98,855,57,0.7680828089564029,1.6867074543880132,CARD11_amp x HLA-DOB_del,0.020572759333809747,0.9992933820788814,0.36207203406616567
AURKB,Methotrexate,58,495,68,1.0290845657490901,2.3659712706469134,AURKB_del x TET2_del,0.004305551,0.9992933820788814,0.36207203406616567
FBXW7,Methotrexate,28,240,22,0.7671547767652344,1.5374437478298322,ETV5_amp x FBXW7_del,0.029010569,0.9992933820788814,0.36207203406616567
FGF23,Methotrexate,93,825,112,1.0336670120807958,2.67302422,FGF23_amp x SLIT2_amp,0.002123126,0.9262710316419577,0.36207203406616567
BCOR,Methotrexate,8,72,25,0.9769291190549192,2.143817927351167,BCOR_del x TFDP1_del,0.007180953,0.9992933820788814,0.36207203406616567
PIK3C3,Methotrexate,14,126,35,0.6530313370205756,1.3112989960232164,KRAS_amp x PIK3C3_del,0.048831605566925416,0.9992933820788814,0.36207203406616567
NRIP1,Methotrexate,16,144,25,0.9302560725790688,2.14445664,BCL6_amp x NRIP1_amp,0.0071704,0.9992933820788814,0.36207203406616567
FUBP1,Methotrexate,90,789,95,0.8940507452584107,1.9923794019442416,EMSY_amp x FUBP1_amp,0.010177019,0.9992933820788814,0.36207203406616567
SHQ1,Methotrexate,33,291,44,0.8352073520719111,1.9837412570292392,SHQ1_del x VHL_del,0.010381467362914292,0.9992933820788814,0.36207203406616567
CUL3,Methotrexate,96,843,18,0.8526284759887771,1.892259566,CUL3_amp x NFE2L2_amp,0.012815643960581167,0.9992933820788814,0.36207203406616567
PLCG2,Methotrexate,143,1260,161,0.7719189569708182,1.925488841632648,IDO1_del x PLCG2_del,0.011871652025945405,0.9992933820788814,0.36207203406616567
QKI,Methotrexate,79,702,76,0.8046490218233893,1.7844175740967065,DMD_del x QKI_amp,0.016427914198359626,0.9992933820788814,0.36207203406616567
IFNGR1,Methotrexate,63,561,44,0.791842666,1.8755397447753668,IFNGR1_amp x SRC_amp,0.013318651501278632,0.9992933820788814,0.36207203406616567
SPTA1,Methotrexate,17,150,42,0.7797245340439796,1.647659480596301,APOB_amp x SPTA1_mut,0.022508187246175704,0.9992933820788814,0.36207203406616567
FLG,Methotrexate,7,63,27,0.7278384970487246,1.5194262965727843,ALOX12B_amp x FLG_amp,0.030239437,0.9992933820788814,0.36207203406616567
RBL2,Methotrexate,52,453,80,1.1243431845887337,2.6161228943605077,CDKN2A_del x RBL2_del,0.002420344,0.9262710316419577,0.36207203406616567
EGLN1,Methotrexate,24,213,39,0.7045160383364192,1.4915216769428556,ALK_mut x EGLN1_amp,0.032246184,0.9992933820788814,0.36207203406616567
PCBP1,Methotrexate,98,855,44,0.6606162544341938,1.3933661686977086,PCBP1_mut x SH2D1A_del,0.040423492,0.9992933820788814,0.36207203406616567
E2F4,Methotrexate,52,453,52,1.511405439,3.1732816713235095,E2F4_del x MYC_amp,0.000670994,0.7578157039842125,0.36207203406616567
RB1,Methotrexate,158,1389,348,0.9553689594873115,2.5929291252305053,RB1_del x ZRSR2_del,0.002553118,0.9262710316419577,0.36207203406616567
NCOA3,Methotrexate,21,189,43,0.6753233408872567,1.4104743571975058,AR_mut x NCOA3_amp,0.038862044,0.9992933820788814,0.36207203406616567
EED,Methotrexate,8,72,13,0.6696099461207714,1.2625288441138354,BCOR_del x EED_del,0.054635026,0.9992933820788814,0.36207203406616567
PRCC,Methotrexate,90,789,155,1.0871868978594104,2.9141895448470625,MTA1_amp x PRCC_amp,0.001218458,0.8547825745887176,0.36207203406616567
RPL5,Methotrexate,46,408,43,0.6824824362165235,1.4703356121022089,HDAC1_del x RPL5_del,0.033858240685265016,0.9992933820788814,0.36207203406616567
PAK3,Methotrexate,79,702,199,0.6764862084357743,1.5372977136882242,FGF10_amp x PAK3_del,0.029020325968799682,0.9992933820788814,0.36207203406616567
FGF2,Methotrexate,13,114,9,0.7753210578518964,1.493030262695107,FGF2_del x TP53_del,0.032134366,0.9992933820788814,0.36207203406616567
HDAC3,Methotrexate,111,978,84,0.731720064,2.056498814182372,HDAC3_amp x SRSF2_amp,0.008780135,0.9992933820788814,0.36207203406616567
HAVCR2,Methotrexate,98,855,75,0.942251069,1.985986568698807,CD274_del x HAVCR2_amp,0.010327933461718307,0.9992933820788814,0.36207203406616567
XRCC1,Methotrexate,90,789,99,0.6242516837369627,1.4301052544567419,SMC1A_del x XRCC1_del,0.03714452,0.9992933820788814,0.36207203406616567
TUSC3,Methotrexate,14,126,35,0.9557927209772195,2.063330341794648,RINT1_amp x TUSC3_amp,0.008643102,0.9992933820788814,0.36207203406616567
TAP1,Methotrexate,104,909,62,0.7457195764860576,1.6867074543880132,CARD11_amp x TAP1_del,0.020572759333809747,0.9992933820788814,0.36207203406616567
CYLD,Methotrexate,98,855,71,1.0684017084650805,2.7337665461028977,CARD11_amp x CYLD_mut,0.001846007,0.9262710316419577,0.36207203406616567
JAK2,Methotrexate,146,1287,285,0.8808453880499122,2.453223200621405,IRF1_amp x JAK2_del,0.003521898,0.9992933820788814,0.36207203406616567
DIS3,Methotrexate,33,291,51,0.9767815183973096,2.3723746674797304,DDX3X_del x DIS3_del,0.004242534,0.9992933820788814,0.36207203406616567
LMNA,Methotrexate,79,702,128,0.988387911,2.724464116886139,LMNA_amp x SOX17_amp,0.001885975,0.9262710316419577,0.36207203406616567
E2F6,Methotrexate,8,72,6,0.6311344487451623,1.0486373160502804,E2F6_amp x TFDP1_amp,0.08940518,0.9992933820788814,0.36207203406616567
IFNAR1,Methotrexate,52,468,24,0.6259484561093025,1.3989413699161124,IFNAR1_amp x TP53_del,0.039907877,0.9992933820788814,0.36207203406616567
CDK6,Methotrexate,45,393,77,0.7501922518212567,2.011470418166793,CDK6_amp x MSH6_mut,0.009739341,0.9992933820788814,0.36207203406616567
MAGI2,Methotrexate,90,789,221,0.9082993023669788,2.394722672731696,MAGI2_mut x PRCC_amp,0.004029743,0.9992933820788814,0.36207203406616567
ADGRA2,Methotrexate,82,488,159,0.8141237814067337,2.1827733616282585,ADGRA2_amp x SOX17_amp,0.006564878,0.9992933820788814,0.36207203406616567
RAD51C,Methotrexate,65,570,81,1.3729432105562072,3.0322918089591915,CCND2_del x RAD51C_amp,0.000928342,0.7578157039842125,0.36207203406616567
FLT4,Methotrexate,82,729,113,0.840491642,2.361904777,FLT4_amp x PLK2_amp,0.004346055,0.9992933820788814,0.36207203406616567
WRN,Methotrexate,141,1236,340,0.7716841569243269,2.266228614000197,KMT2A_mut x WRN_mut,0.005417157,0.9992933820788814,0.36207203406616567
RIT1,Methotrexate,20,168,29,0.6405630347668454,1.2847936846404924,ELOC_amp x RIT1_amp,0.051904656,0.9992933820788814,0.36207203406616567
HDAC2,Methotrexate,127,1116,139,0.8094760345677592,2.374878953767928,HDAC2_amp x SOX2_amp,0.004218141,0.9992933820788814,0.36207203406616567
GPS2,Methotrexate,21,189,33,0.7272281353583989,1.5568918918744798,CEBPA_amp x GPS2_del,0.027740105480495773,0.9992933820788814,0.36207203406616567
TNFRSF14,Methotrexate,98,855,76,0.938821471,2.506224343074727,BIRC3_amp x TNFRSF14_amp,0.003117279,0.9992933820788814,0.36207203406616567
HLA-DRB1,Methotrexate,98,855,85,1.0331061334154532,2.6842460267442703,HLA-DRB1_amp x IRF4_amp,0.002068969,0.9262710316419577,0.36207203406616567
BLM,Methotrexate,68,597,86,0.6605322376577467,1.5425379771021608,BLM_mut x BRCA2_mut,0.028672266385248463,0.9992933820788814,0.36207203406616567
HLA-DQB2,Methotrexate,98,855,61,0.7456226855690358,1.6867074543880132,CARD11_amp x HLA-DQB2_del,0.020572759333809747,0.9992933820788814,0.36207203406616567
ARID1B,Methotrexate,90,789,173,0.9018041041108144,2.385314706017921,ARID1B_amp x ZNF217_amp,0.00411799,0.9992933820788814,0.36207203406616567
CARD11,Methotrexate,98,855,193,1.1857813483010042,3.0469700517492853,CARD11_amp x HLA-C_del,0.000897491,0.7578157039842125,0.36207203406616567
HSP90AA1,Methotrexate,106,933,135,1.2639984987491801,3.2640302985488234,ABL2_amp x HSP90AA1_amp,0.000544465,0.7578157039842125,0.36207203406616567
ETV5,Methotrexate,20,168,27,0.7053840503539727,1.5374437478298322,ETV5_amp x FBXW7_del,0.029010569,0.9992933820788814,0.36207203406616567
JAK1,Methotrexate,57,513,50,1.0516529451401464,2.386304866158061,CSF3R_del x JAK1_del,0.004108612,0.9992933820788814,0.36207203406616567
FOXL2,Methotrexate,33,291,41,0.9599967637156726,2.1907668820485333,FOXL2_amp x NHP2_amp,0.006445151,0.9992933820788814,0.36207203406616567
TIGIT,Methotrexate,98,855,82,0.7149677178516756,1.8474169941714038,LAG3_amp x TIGIT_amp,0.014209637728486114,0.9992933820788814,0.36207203406616567
LYN,Methotrexate,98,855,128,1.7344322484715857,3.6779142255071626,IL6R_amp x LYN_amp,0.000209935,0.7578157039842125,0.36207203406616567
SOX17,Methotrexate,82,729,123,1.400299161749828,3.0096781785766984,LATS1_del x SOX17_amp,0.000977962,0.7578157039842125,0.36207203406616567
ALOX12B,Methotrexate,7,63,10,0.7391457792631958,1.5194262965727843,ALOX12B_amp x FLG_amp,0.030239437,0.9992933820788814,0.36207203406616567
RAD21,Methotrexate,90,789,192,0.7339567026303765,1.9979320952218544,RAD21_amp x TOP2A_mut,0.010047728807979913,0.9992933820788814,0.36207203406616567
BRIP1,Methotrexate,44,390,78,0.9284857172989093,2.3928782805406983,BRCA2_mut x BRIP1_amp,0.004046893,0.9992933820788814,0.36207203406616567
PELP1,Methotrexate,33,291,39,0.6680498290570183,1.573929359194584,PELP1_amp x TOP2A_amp,0.026672925,0.9992933820788814,0.36207203406616567
SRC,Methotrexate,52,468,92,1.289899758773545,2.960098404027316,RASA1_amp x SRC_amp,0.00109623,0.8022633878953437,0.36207203406616567
